origin_city,destination_city,distance_km,vehicle_type,order_date,order_hour,weekday,weather,temperature,traffic_level,delivery_time_hours,day_of_month,week_of_year,month,is_weekend,is_peak_hour,is_night
namangan,termez,755.9,motorcycle,2025-12-27,22,saturday,mist,5.0,low,11.44,27,52,12,1,0,1
namangan,termez,755.9,truck,2025-11-30,6,sunday,mist,7.2,low,12.91,30,48,11,1,0,0
namangan,termez,755.9,truck,2026-01-04,6,sunday,mist,5.0,low,12.82,4,1,1,1,0,0
namangan,termez,755.9,pickup,2025-12-29,19,monday,mist,5.0,medium,13.7,29,1,12,0,1,0
namangan,termez,755.9,car,2025-12-13,15,saturday,mist,5.0,low,9.25,13,50,12,1,0,0
namangan,termez,755.9,pickup,2025-11-23,2,sunday,mist,5.0,low,10.24,23,47,11,1,0,1
namangan,termez,755.9,truck,2025-11-15,12,saturday,mist,7.2,low,12.37,15,46,11,1,0,0
namangan,termez,755.9,van,2025-12-21,22,sunday,mist,5.0,low,10.38,21,51,12,1,0,1
namangan,termez,755.9,van,2025-12-10,13,wednesday,mist,7.2,low,11.04,10,50,12,0,0,0
namangan,termez,755.9,car,2026-01-03,23,saturday,mist,7.2,low,9.38,3,1,1,1,0,1
namangan,termez,755.9,pickup,2025-11-18,6,tuesday,mist,5.0,low,10.42,18,47,11,0,0,0
namangan,termez,755.9,van,2025-12-15,21,monday,mist,7.2,low,10.71,15,51,12,0,0,0
namangan,termez,755.9,motorcycle,2025-12-08,6,monday,mist,7.2,low,12.1,8,50,12,0,0,0
namangan,termez,755.9,pickup,2025-11-06,13,thursday,mist,7.2,low,10.36,6,45,11,0,0,0
namangan,termez,755.9,car,2025-12-21,22,sunday,mist,7.2,low,9.03,21,51,12,1,0,1
namangan,termez,755.9,car,2025-12-14,18,sunday,mist,5.0,medium,12.71,14,50,12,1,1,0
namangan,termez,755.9,van,2025-11-14,21,friday,mist,7.2,low,10.39,14,46,11,0,0,0
namangan,termez,755.9,van,2025-11-10,17,monday,mist,7.2,medium,13.94,10,46,11,0,1,0
namangan,termez,755.9,truck,2025-12-31,18,wednesday,mist,7.2,medium,16.03,31,1,12,0,1,0
namangan,termez,755.9,truck,2025-12-12,20,friday,mist,5.0,low,12.77,12,50,12,0,0,0
namangan,termez,755.9,car,2025-11-26,2,wednesday,mist,5.0,low,9.24,26,48,11,0,0,1
namangan,termez,755.9,truck,2025-11-27,17,thursday,mist,5.0,medium,16.48,27,48,11,0,1,0
namangan,termez,755.9,pickup,2026-01-03,6,saturday,mist,5.0,low,10.2,3,1,1,1,0,0
namangan,termez,755.9,truck,2026-01-02,7,friday,mist,7.2,medium,16.2,2,1,1,0,0,0
namangan,termez,755.9,motorcycle,2025-12-31,21,wednesday,mist,7.2,low,11.1,31,1,12,0,0,0
namangan,termez,755.9,van,2025-11-21,0,friday,mist,7.2,low,10.91,21,47,11,0,0,1
namangan,termez,755.9,van,2025-11-06,22,thursday,mist,7.2,low,10.95,6,45,11,0,0,1
namangan,termez,755.9,truck,2025-12-03,17,wednesday,mist,7.2,medium,16.4,3,49,12,0,1,0
namangan,termez,755.9,pickup,2025-12-13,9,saturday,mist,5.0,medium,12.69,13,50,12,1,1,0
namangan,termez,755.9,car,2025-11-20,1,thursday,mist,7.2,low,9.24,20,47,11,0,0,1
namangan,termez,755.9,truck,2025-12-23,5,tuesday,mist,7.2,low,12.82,23,52,12,0,0,1
namangan,termez,755.9,pickup,2025-12-19,9,friday,mist,5.0,medium,12.88,19,51,12,0,1,0
namangan,termez,755.9,car,2025-12-24,10,wednesday,mist,5.0,low,9.13,24,52,12,0,1,0
namangan,termez,755.9,truck,2025-11-20,5,thursday,mist,5.0,low,12.44,20,47,11,0,0,1
namangan,termez,755.9,car,2025-11-26,13,wednesday,mist,5.0,low,9.72,26,48,11,0,0,0
namangan,termez,755.9,car,2025-11-17,5,monday,mist,5.0,low,9.03,17,47,11,0,0,1
namangan,termez,755.9,van,2026-01-01,8,thursday,mist,7.2,medium,13.91,1,1,1,0,1,0
namangan,termez,755.9,motorcycle,2025-12-08,21,monday,mist,5.0,low,11.3,8,50,12,0,0,0
namangan,termez,755.9,car,2025-12-09,14,tuesday,mist,5.0,low,9.57,9,50,12,0,0,0
namangan,termez,755.9,pickup,2025-12-28,9,sunday,mist,7.2,medium,13.64,28,52,12,1,1,0
namangan,termez,755.9,car,2025-12-11,20,thursday,mist,5.0,low,9.19,11,50,12,0,0,0
namangan,termez,755.9,van,2025-11-08,16,saturday,mist,5.0,low,10.82,8,45,11,1,0,0
namangan,termez,755.9,pickup,2025-12-26,13,friday,mist,7.2,low,10.28,26,52,12,0,0,0
namangan,termez,755.9,pickup,2025-11-10,18,monday,mist,7.2,medium,13.0,10,46,11,0,1,0
namangan,termez,755.9,motorcycle,2025-12-31,17,wednesday,mist,7.2,medium,14.7,31,1,12,0,1,0
namangan,termez,755.9,van,2025-11-18,5,tuesday,mist,5.0,low,10.95,18,47,11,0,0,1
namangan,termez,755.9,van,2025-11-20,14,thursday,mist,5.0,low,10.99,20,47,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-11,1,thursday,mist,7.2,low,12.11,11,50,12,0,0,1
namangan,termez,755.9,car,2025-12-14,2,sunday,mist,7.2,low,9.84,14,50,12,1,0,1
namangan,termez,755.9,motorcycle,2025-12-09,17,tuesday,mist,7.2,medium,14.62,9,50,12,0,1,0
namangan,termez,755.9,motorcycle,2025-12-17,20,wednesday,mist,7.2,low,11.54,17,51,12,0,0,0
namangan,termez,755.9,truck,2025-11-15,19,saturday,mist,5.0,medium,15.6,15,46,11,1,1,0
namangan,termez,755.9,pickup,2025-12-15,1,monday,mist,5.0,low,10.33,15,51,12,0,0,1
namangan,termez,755.9,motorcycle,2025-11-17,5,monday,mist,7.2,low,11.64,17,47,11,0,0,1
namangan,termez,755.9,pickup,2025-11-18,21,tuesday,mist,5.0,low,10.13,18,47,11,0,0,0
namangan,termez,755.9,truck,2025-11-08,23,saturday,mist,7.2,low,13.15,8,45,11,1,0,1
namangan,termez,755.9,pickup,2025-12-04,17,thursday,mist,5.0,medium,12.97,4,49,12,0,1,0
namangan,termez,755.9,pickup,2025-12-19,6,friday,mist,7.2,low,10.49,19,51,12,0,0,0
namangan,termez,755.9,car,2025-11-29,4,saturday,mist,5.0,low,9.11,29,48,11,1,0,1
namangan,termez,755.9,car,2025-11-17,7,monday,mist,7.2,medium,11.84,17,47,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-11,16,thursday,mist,7.2,low,11.29,11,50,12,0,0,0
namangan,termez,755.9,van,2025-12-26,7,friday,mist,5.0,medium,14.14,26,52,12,0,0,0
namangan,termez,755.9,motorcycle,2025-11-24,5,monday,mist,7.2,low,11.49,24,48,11,0,0,1
namangan,termez,755.9,pickup,2025-11-11,2,tuesday,mist,5.0,low,10.15,11,46,11,0,0,1
namangan,termez,755.9,car,2025-12-25,9,thursday,mist,7.2,medium,12.31,25,52,12,0,1,0
namangan,termez,755.9,car,2025-11-06,3,thursday,mist,5.0,low,9.78,6,45,11,0,0,1
namangan,termez,755.9,van,2026-01-02,10,friday,mist,5.0,low,10.5,2,1,1,0,1,0
namangan,termez,755.9,van,2025-12-09,6,tuesday,mist,5.0,low,10.62,9,50,12,0,0,0
namangan,termez,755.9,truck,2025-11-06,18,thursday,mist,7.2,medium,17.18,6,45,11,0,1,0
namangan,termez,755.9,car,2025-11-15,16,saturday,mist,7.2,low,9.19,15,46,11,1,0,0
namangan,termez,755.9,truck,2025-11-22,11,saturday,mist,5.0,low,12.91,22,47,11,1,0,0
namangan,termez,755.9,car,2025-12-09,8,tuesday,mist,5.0,medium,12.09,9,50,12,0,1,0
namangan,termez,755.9,van,2025-12-13,22,saturday,mist,5.0,low,10.65,13,50,12,1,0,1
namangan,termez,755.9,motorcycle,2025-12-13,17,saturday,mist,7.2,medium,15.84,13,50,12,1,1,0
namangan,termez,755.9,truck,2025-11-20,4,thursday,mist,5.0,low,12.96,20,47,11,0,0,1
namangan,termez,755.9,pickup,2025-11-10,11,monday,mist,5.0,low,10.3,10,46,11,0,0,0
namangan,termez,755.9,car,2026-01-05,17,monday,mist,7.2,medium,11.77,5,2,1,0,1,0
namangan,termez,755.9,motorcycle,2025-11-19,20,wednesday,mist,7.2,low,11.26,19,47,11,0,0,0
namangan,termez,755.9,truck,2025-12-12,5,friday,mist,7.2,low,12.77,12,50,12,0,0,1
namangan,termez,755.9,van,2025-12-02,10,tuesday,mist,7.2,low,10.38,2,49,12,0,1,0
namangan,termez,755.9,truck,2025-11-28,6,friday,mist,5.0,low,12.57,28,48,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-24,23,wednesday,mist,5.0,low,11.38,24,52,12,0,0,1
namangan,termez,755.9,pickup,2025-11-23,8,sunday,mist,5.0,medium,13.57,23,47,11,1,1,0
namangan,termez,755.9,motorcycle,2025-11-06,21,thursday,mist,7.2,low,11.42,6,45,11,0,0,0
namangan,termez,755.9,pickup,2025-12-25,5,thursday,mist,7.2,low,10.07,25,52,12,0,0,1
namangan,termez,755.9,van,2025-11-17,8,monday,mist,5.0,medium,14.14,17,47,11,0,1,0
namangan,termez,755.9,van,2025-11-11,11,tuesday,mist,5.0,low,10.68,11,46,11,0,0,0
namangan,termez,755.9,van,2025-12-09,9,tuesday,mist,7.2,medium,13.64,9,50,12,0,1,0
namangan,termez,755.9,truck,2025-12-25,4,thursday,mist,5.0,low,12.53,25,52,12,0,0,1
namangan,termez,755.9,van,2025-12-16,20,tuesday,mist,5.0,low,10.59,16,51,12,0,0,0
namangan,termez,755.9,motorcycle,2025-11-18,10,tuesday,mist,5.0,low,11.07,18,47,11,0,1,0
namangan,termez,755.9,van,2025-11-23,16,sunday,mist,7.2,low,10.68,23,47,11,1,0,0
namangan,termez,755.9,car,2025-12-06,13,saturday,mist,5.0,low,9.49,6,49,12,1,0,0
namangan,termez,755.9,truck,2025-11-21,3,friday,mist,7.2,low,12.68,21,47,11,0,0,1
namangan,termez,755.9,motorcycle,2025-11-24,18,monday,mist,7.2,medium,14.67,24,48,11,0,1,0
namangan,termez,755.9,motorcycle,2025-11-23,10,sunday,mist,7.2,low,11.52,23,47,11,1,1,0
namangan,termez,755.9,van,2025-12-08,0,monday,mist,5.0,low,10.75,8,50,12,0,0,1
namangan,termez,755.9,motorcycle,2026-01-04,2,sunday,mist,5.0,low,12.2,4,1,1,1,0,1
namangan,termez,755.9,motorcycle,2025-12-21,9,sunday,mist,7.2,medium,14.72,21,51,12,1,1,0
namangan,termez,755.9,pickup,2025-12-12,6,friday,mist,5.0,low,9.79,12,50,12,0,0,0
namangan,termez,755.9,pickup,2025-12-31,7,wednesday,mist,5.0,medium,12.53,31,1,12,0,0,0
namangan,termez,755.9,van,2025-11-18,8,tuesday,mist,5.0,medium,13.34,18,47,11,0,1,0
namangan,termez,755.9,van,2025-12-28,18,sunday,mist,5.0,medium,13.55,28,52,12,1,1,0
namangan,termez,755.9,pickup,2025-12-23,11,tuesday,mist,5.0,low,9.66,23,52,12,0,0,0
namangan,termez,755.9,truck,2025-12-07,0,sunday,mist,5.0,low,12.86,7,49,12,1,0,1
namangan,termez,755.9,pickup,2025-12-30,21,tuesday,mist,7.2,low,9.83,30,1,12,0,0,0
namangan,termez,755.9,motorcycle,2026-01-05,15,monday,mist,5.0,low,11.22,5,2,1,0,0,0
namangan,termez,755.9,car,2025-12-11,22,thursday,mist,7.2,low,9.71,11,50,12,0,0,1
namangan,termez,755.9,pickup,2025-12-09,13,tuesday,mist,7.2,low,9.7,9,50,12,0,0,0
namangan,termez,755.9,motorcycle,2025-11-18,23,tuesday,mist,5.0,low,11.43,18,47,11,0,0,1
namangan,termez,755.9,truck,2025-11-13,17,thursday,mist,5.0,medium,17.11,13,46,11,0,1,0
namangan,termez,755.9,motorcycle,2025-11-18,0,tuesday,mist,5.0,low,11.84,18,47,11,0,0,1
namangan,termez,755.9,motorcycle,2025-11-09,1,sunday,mist,5.0,low,12.06,9,45,11,1,0,1
namangan,termez,755.9,truck,2025-11-06,20,thursday,mist,7.2,low,12.06,6,45,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-11,8,thursday,mist,5.0,medium,14.4,11,50,12,0,1,0
namangan,termez,755.9,pickup,2025-11-09,11,sunday,mist,5.0,low,9.58,9,45,11,1,0,0
namangan,termez,755.9,car,2025-12-17,3,wednesday,mist,5.0,low,9.14,17,51,12,0,0,1
namangan,termez,755.9,motorcycle,2026-01-02,16,friday,mist,5.0,low,11.83,2,1,1,0,0,0
namangan,termez,755.9,van,2025-12-11,11,thursday,mist,7.2,low,10.49,11,50,12,0,0,0
namangan,termez,755.9,pickup,2025-12-28,10,sunday,mist,7.2,low,9.91,28,52,12,1,1,0
namangan,termez,755.9,truck,2025-12-04,5,thursday,mist,5.0,low,12.8,4,49,12,0,0,1
namangan,termez,755.9,motorcycle,2025-11-16,9,sunday,mist,5.0,medium,15.22,16,46,11,1,1,0
namangan,termez,755.9,car,2025-12-21,6,sunday,mist,7.2,low,9.27,21,51,12,1,0,0
namangan,termez,755.9,pickup,2025-12-15,18,monday,mist,5.0,medium,13.42,15,51,12,0,1,0
namangan,termez,755.9,pickup,2025-12-04,2,thursday,mist,7.2,low,10.26,4,49,12,0,0,1
namangan,termez,755.9,van,2025-11-13,14,thursday,mist,7.2,low,10.4,13,46,11,0,0,0
namangan,termez,755.9,motorcycle,2025-11-16,20,sunday,mist,7.2,low,11.57,16,46,11,1,0,0
namangan,termez,755.9,pickup,2025-12-17,21,wednesday,mist,5.0,low,9.85,17,51,12,0,0,0
namangan,termez,755.9,pickup,2025-11-24,13,monday,mist,7.2,low,9.74,24,48,11,0,0,0
namangan,termez,755.9,pickup,2025-12-14,18,sunday,mist,5.0,medium,12.86,14,50,12,1,1,0
namangan,termez,755.9,car,2025-12-11,10,thursday,mist,7.2,low,9.46,11,50,12,0,1,0
namangan,termez,755.9,motorcycle,2025-12-08,11,monday,mist,5.0,low,11.61,8,50,12,0,0,0
namangan,termez,755.9,car,2025-11-12,15,wednesday,mist,5.0,low,9.55,12,46,11,0,0,0
namangan,termez,755.9,motorcycle,2025-11-14,10,friday,mist,5.0,low,11.65,14,46,11,0,1,0
namangan,termez,755.9,motorcycle,2025-12-12,9,friday,mist,5.0,medium,15.24,12,50,12,0,1,0
namangan,termez,755.9,van,2025-12-20,22,saturday,mist,7.2,low,11.08,20,51,12,1,0,1
namangan,termez,755.9,motorcycle,2025-12-13,1,saturday,mist,7.2,low,11.96,13,50,12,1,0,1
namangan,termez,755.9,pickup,2025-12-07,23,sunday,mist,7.2,low,10.53,7,49,12,1,0,1
namangan,termez,755.9,truck,2025-12-12,14,friday,mist,7.2,low,12.03,12,50,12,0,0,0
namangan,termez,755.9,truck,2025-11-16,10,sunday,mist,7.2,low,12.07,16,46,11,1,1,0
namangan,termez,755.9,pickup,2025-11-29,12,saturday,mist,5.0,low,10.25,29,48,11,1,0,0
namangan,termez,755.9,car,2025-12-28,10,sunday,mist,5.0,low,9.0,28,52,12,1,1,0
namangan,termez,755.9,motorcycle,2025-12-29,20,monday,mist,5.0,low,11.68,29,1,12,0,0,0
namangan,termez,755.9,motorcycle,2025-12-17,3,wednesday,mist,7.2,low,12.18,17,51,12,0,0,1
namangan,termez,755.9,truck,2025-12-05,3,friday,mist,5.0,low,12.92,5,49,12,0,0,1
namangan,termez,755.9,pickup,2025-12-04,21,thursday,mist,5.0,low,10.37,4,49,12,0,0,0
namangan,termez,755.9,van,2025-12-20,21,saturday,mist,5.0,low,11.26,20,51,12,1,0,0
namangan,termez,755.9,pickup,2025-12-06,22,saturday,mist,5.0,low,10.12,6,49,12,1,0,1
namangan,termez,755.9,pickup,2025-12-06,5,saturday,mist,5.0,low,9.78,6,49,12,1,0,1
namangan,termez,755.9,car,2025-11-09,5,sunday,mist,5.0,low,9.89,9,45,11,1,0,1
namangan,termez,755.9,motorcycle,2025-11-28,5,friday,mist,7.2,low,11.15,28,48,11,0,0,1
namangan,termez,755.9,van,2025-11-19,5,wednesday,mist,7.2,low,11.33,19,47,11,0,0,1
namangan,termez,755.9,van,2025-11-06,6,thursday,mist,5.0,low,10.86,6,45,11,0,0,0
namangan,termez,755.9,pickup,2025-12-04,3,thursday,mist,5.0,low,10.39,4,49,12,0,0,1
namangan,termez,755.9,truck,2025-12-03,15,wednesday,mist,7.2,low,12.7,3,49,12,0,0,0
namangan,termez,755.9,truck,2025-11-16,16,sunday,mist,5.0,low,13.22,16,46,11,1,0,0
namangan,termez,755.9,truck,2026-01-04,22,sunday,mist,5.0,low,12.05,4,1,1,1,0,1
namangan,termez,755.9,pickup,2025-11-16,1,sunday,mist,7.2,low,9.66,16,46,11,1,0,1
namangan,termez,755.9,van,2025-11-17,12,monday,mist,7.2,low,11.23,17,47,11,0,0,0
namangan,termez,755.9,truck,2025-12-26,19,friday,mist,7.2,medium,15.84,26,52,12,0,1,0
namangan,termez,755.9,truck,2025-12-03,14,wednesday,mist,7.2,low,12.7,3,49,12,0,0,0
namangan,termez,755.9,pickup,2025-12-29,7,monday,mist,5.0,medium,13.41,29,1,12,0,0,0
namangan,termez,755.9,van,2026-01-04,18,sunday,mist,5.0,medium,14.69,4,1,1,1,1,0
namangan,termez,755.9,car,2025-11-27,4,thursday,mist,5.0,low,9.46,27,48,11,0,0,1
namangan,termez,755.9,pickup,2025-12-28,18,sunday,mist,7.2,medium,13.46,28,52,12,1,1,0
namangan,termez,755.9,motorcycle,2025-12-01,21,monday,mist,5.0,low,11.27,1,49,12,0,0,0
namangan,termez,755.9,car,2025-11-17,15,monday,mist,7.2,low,9.63,17,47,11,0,0,0
namangan,termez,755.9,van,2025-11-14,23,friday,mist,5.0,low,10.96,14,46,11,0,0,1
namangan,termez,755.9,car,2025-12-10,13,wednesday,mist,5.0,low,9.0,10,50,12,0,0,0
namangan,termez,755.9,van,2025-12-22,7,monday,mist,7.2,medium,13.8,22,52,12,0,0,0
namangan,termez,755.9,pickup,2025-11-23,3,sunday,mist,5.0,low,10.39,23,47,11,1,0,1
namangan,termez,755.9,van,2025-12-02,23,tuesday,mist,5.0,low,11.16,2,49,12,0,0,1
namangan,termez,755.9,motorcycle,2025-12-13,3,saturday,mist,7.2,low,11.94,13,50,12,1,0,1
namangan,termez,755.9,car,2026-01-01,19,thursday,mist,5.0,medium,12.25,1,1,1,0,1,0
namangan,termez,755.9,car,2025-12-02,13,tuesday,mist,5.0,low,9.38,2,49,12,0,0,0
namangan,termez,755.9,van,2025-12-29,21,monday,mist,5.0,low,11.08,29,1,12,0,0,0
namangan,termez,755.9,pickup,2025-12-09,21,tuesday,mist,5.0,low,10.27,9,50,12,0,0,0
namangan,termez,755.9,truck,2026-01-05,20,monday,mist,7.2,low,12.47,5,2,1,0,0,0
namangan,termez,755.9,truck,2025-11-06,12,thursday,mist,5.0,low,12.42,6,45,11,0,0,0
namangan,termez,755.9,truck,2025-12-10,8,wednesday,mist,7.2,medium,15.95,10,50,12,0,1,0
namangan,termez,755.9,pickup,2025-11-29,12,saturday,mist,5.0,low,10.13,29,48,11,1,0,0
namangan,termez,755.9,truck,2025-11-23,9,sunday,mist,7.2,medium,16.12,23,47,11,1,1,0
namangan,termez,755.9,van,2025-11-14,7,friday,mist,7.2,medium,14.13,14,46,11,0,0,0
namangan,termez,755.9,van,2025-11-12,21,wednesday,mist,5.0,low,10.83,12,46,11,0,0,0
namangan,termez,755.9,car,2025-12-24,6,wednesday,mist,5.0,low,9.21,24,52,12,0,0,0
namangan,termez,755.9,truck,2025-12-29,5,monday,mist,5.0,low,13.04,29,1,12,0,0,1
namangan,termez,755.9,truck,2025-11-25,10,tuesday,mist,7.2,low,13.2,25,48,11,0,1,0
namangan,termez,755.9,van,2025-11-29,10,saturday,mist,5.0,low,10.27,29,48,11,1,1,0
namangan,termez,755.9,truck,2025-12-08,12,monday,mist,7.2,low,12.82,8,50,12,0,0,0
namangan,termez,755.9,motorcycle,2025-12-07,6,sunday,mist,7.2,low,11.47,7,49,12,1,0,0
namangan,termez,755.9,truck,2026-01-04,19,sunday,mist,5.0,medium,16.29,4,1,1,1,1,0
namangan,termez,755.9,van,2025-12-13,15,saturday,mist,5.0,low,10.95,13,50,12,1,0,0
namangan,termez,755.9,pickup,2025-12-17,12,wednesday,mist,7.2,low,10.51,17,51,12,0,0,0
namangan,termez,755.9,car,2026-01-03,2,saturday,mist,7.2,low,9.65,3,1,1,1,0,1
namangan,termez,755.9,truck,2025-11-16,7,sunday,mist,7.2,medium,16.31,16,46,11,1,0,0
namangan,termez,755.9,truck,2025-11-08,7,saturday,mist,7.2,medium,15.77,8,45,11,1,0,0
namangan,termez,755.9,motorcycle,2025-12-18,12,thursday,mist,7.2,low,11.95,18,51,12,0,0,0
namangan,termez,755.9,van,2025-11-21,17,friday,mist,7.2,medium,13.64,21,47,11,0,1,0
namangan,termez,755.9,car,2025-12-23,6,tuesday,mist,7.2,low,9.48,23,52,12,0,0,0
namangan,termez,755.9,car,2025-12-07,17,sunday,mist,7.2,medium,12.57,7,49,12,1,1,0
namangan,termez,755.9,car,2025-11-08,12,saturday,mist,5.0,low,8.99,8,45,11,1,0,0
namangan,termez,755.9,pickup,2025-12-27,3,saturday,mist,7.2,low,10.03,27,52,12,1,0,1
namangan,termez,755.9,car,2025-12-17,2,wednesday,mist,5.0,low,9.03,17,51,12,0,0,1
namangan,termez,755.9,motorcycle,2025-12-04,0,thursday,mist,7.2,low,11.53,4,49,12,0,0,1
namangan,termez,755.9,van,2025-11-26,8,wednesday,mist,7.2,medium,13.8,26,48,11,0,1,0
namangan,termez,755.9,pickup,2025-12-16,4,tuesday,mist,5.0,low,10.34,16,51,12,0,0,1
namangan,termez,755.9,pickup,2025-11-28,16,friday,mist,7.2,low,10.11,28,48,11,0,0,0
namangan,termez,755.9,truck,2025-11-14,21,friday,mist,5.0,low,12.87,14,46,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-28,1,sunday,mist,5.0,low,11.25,28,52,12,1,0,1
namangan,termez,755.9,pickup,2025-11-24,22,monday,mist,7.2,low,9.64,24,48,11,0,0,1
namangan,termez,755.9,truck,2025-12-30,20,tuesday,mist,7.2,low,13.04,30,1,12,0,0,0
namangan,termez,755.9,car,2025-12-03,9,wednesday,mist,5.0,medium,11.92,3,49,12,0,1,0
namangan,termez,755.9,motorcycle,2025-12-07,3,sunday,mist,7.2,low,11.45,7,49,12,1,0,1
namangan,termez,755.9,motorcycle,2025-12-21,10,sunday,mist,7.2,low,11.47,21,51,12,1,1,0
namangan,termez,755.9,pickup,2025-11-28,3,friday,mist,5.0,low,10.11,28,48,11,0,0,1
namangan,termez,755.9,pickup,2025-12-29,18,monday,mist,5.0,medium,13.22,29,1,12,0,1,0
namangan,termez,755.9,pickup,2025-12-24,3,wednesday,mist,5.0,low,10.28,24,52,12,0,0,1
namangan,termez,755.9,car,2025-11-19,0,wednesday,mist,5.0,low,9.33,19,47,11,0,0,1
namangan,termez,755.9,van,2025-12-23,18,tuesday,mist,5.0,medium,13.98,23,52,12,0,1,0
namangan,termez,755.9,motorcycle,2025-12-13,7,saturday,mist,5.0,medium,15.04,13,50,12,1,0,0
namangan,termez,755.9,van,2025-12-21,5,sunday,mist,5.0,low,10.62,21,51,12,1,0,1
namangan,termez,755.9,van,2025-11-19,17,wednesday,mist,7.2,medium,13.65,19,47,11,0,1,0
namangan,termez,755.9,van,2025-11-24,15,monday,mist,7.2,low,11.15,24,48,11,0,0,0
namangan,termez,755.9,truck,2025-12-05,12,friday,mist,5.0,low,12.6,5,49,12,0,0,0
namangan,termez,755.9,motorcycle,2025-12-06,21,saturday,mist,5.0,low,12.17,6,49,12,1,0,0
namangan,termez,755.9,truck,2025-12-16,12,tuesday,mist,7.2,low,12.29,16,51,12,0,0,0
namangan,termez,755.9,car,2025-12-24,7,wednesday,mist,5.0,medium,12.88,24,52,12,0,0,0
namangan,termez,755.9,motorcycle,2025-12-18,23,thursday,mist,7.2,low,11.58,18,51,12,0,0,1
namangan,termez,755.9,motorcycle,2025-11-30,23,sunday,mist,5.0,low,12.1,30,48,11,1,0,1
namangan,termez,755.9,truck,2025-12-29,20,monday,mist,7.2,low,12.51,29,1,12,0,0,0
namangan,termez,755.9,van,2025-12-19,16,friday,mist,7.2,low,11.09,19,51,12,0,0,0
namangan,termez,755.9,motorcycle,2025-11-12,6,wednesday,mist,5.0,low,11.73,12,46,11,0,0,0
namangan,termez,755.9,car,2025-12-05,18,friday,mist,7.2,medium,12.68,5,49,12,0,1,0
namangan,termez,755.9,truck,2025-12-02,17,tuesday,mist,7.2,medium,16.7,2,49,12,0,1,0
namangan,termez,755.9,car,2025-12-16,7,tuesday,mist,5.0,medium,12.58,16,51,12,0,0,0
namangan,termez,755.9,car,2025-12-20,3,saturday,mist,5.0,low,9.04,20,51,12,1,0,1
namangan,termez,755.9,pickup,2025-12-17,22,wednesday,mist,7.2,low,10.21,17,51,12,0,0,1
namangan,termez,755.9,truck,2025-11-30,21,sunday,mist,5.0,low,12.82,30,48,11,1,0,0
namangan,termez,755.9,motorcycle,2025-12-30,14,tuesday,mist,5.0,low,11.08,30,1,12,0,0,0
namangan,termez,755.9,car,2025-11-30,8,sunday,mist,5.0,medium,11.91,30,48,11,1,1,0
namangan,termez,755.9,car,2025-11-10,8,monday,mist,5.0,medium,12.31,10,46,11,0,1,0
namangan,termez,755.9,pickup,2025-12-24,2,wednesday,mist,5.0,low,10.02,24,52,12,0,0,1
namangan,termez,755.9,van,2025-11-13,21,thursday,mist,5.0,low,11.33,13,46,11,0,0,0
namangan,termez,755.9,van,2025-11-26,8,wednesday,mist,7.2,medium,14.5,26,48,11,0,1,0
namangan,termez,755.9,van,2025-11-13,15,thursday,mist,7.2,low,10.65,13,46,11,0,0,0
namangan,termez,755.9,motorcycle,2025-11-18,9,tuesday,mist,7.2,medium,15.64,18,47,11,0,1,0
namangan,termez,755.9,truck,2025-12-09,2,tuesday,mist,7.2,low,12.21,9,50,12,0,0,1
namangan,termez,755.9,motorcycle,2025-11-11,14,tuesday,mist,5.0,low,11.73,11,46,11,0,0,0
namangan,termez,755.9,truck,2025-12-20,18,saturday,mist,7.2,medium,16.58,20,51,12,1,1,0
namangan,termez,755.9,truck,2025-12-05,20,friday,mist,5.0,low,12.27,5,49,12,0,0,0
namangan,termez,755.9,truck,2025-12-07,14,sunday,mist,5.0,low,13.05,7,49,12,1,0,0
namangan,termez,755.9,car,2025-12-08,8,monday,mist,5.0,medium,12.52,8,50,12,0,1,0
namangan,termez,755.9,pickup,2025-12-15,14,monday,mist,7.2,low,9.92,15,51,12,0,0,0
namangan,termez,755.9,car,2025-11-20,1,thursday,mist,7.2,low,9.76,20,47,11,0,0,1
namangan,termez,755.9,van,2026-01-02,20,friday,mist,5.0,low,10.99,2,1,1,0,0,0
namangan,termez,755.9,motorcycle,2025-11-28,19,friday,mist,7.2,medium,14.52,28,48,11,0,1,0
namangan,termez,755.9,van,2025-11-15,3,saturday,mist,7.2,low,10.98,15,46,11,1,0,1
namangan,termez,755.9,motorcycle,2025-12-18,4,thursday,mist,7.2,low,11.77,18,51,12,0,0,1
namangan,termez,755.9,motorcycle,2025-12-12,12,friday,mist,5.0,low,11.08,12,50,12,0,0,0
namangan,termez,755.9,car,2025-11-19,6,wednesday,mist,5.0,low,9.75,19,47,11,0,0,0
namangan,termez,755.9,van,2025-11-12,7,wednesday,mist,5.0,medium,13.81,12,46,11,0,0,0
namangan,termez,755.9,motorcycle,2025-12-08,9,monday,mist,5.0,medium,14.97,8,50,12,0,1,0
namangan,termez,755.9,van,2025-12-10,2,wednesday,mist,5.0,low,10.64,10,50,12,0,0,1
